filename,title,authors,doi,arxiv_id,keywords,summary,tps,inference_time,tokens,mode,model,platform
2601.13197v1_Diffusion-Driven Synthetic Tabular Data Generation.pdf,Exact paper title,"Aravind B, Anirud R.S., Sai Surya Teja N, Bala Subrahmanya Sriranga Navaneeth A, Karthika R, Mohankumar N",10.1007/1234-5678,None,None,"Class imbalance refers to a situation where certain classes in a dataset have significantly fewer samples than others, leading to biased model performance. Class imbalance in network intrusion detection using Tabular Denoising Diffusion Probability Models (TabDDPM) for data augmentation is addressed in this paper.",48.2,5.415,261,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13206v1_Real-Time Deadlines Reveal Temporal Awareness Fail.pdf,Exact paper title,"Neil Sehgal, Sharath Chandra Guntuku, Lyle Ungar",1,1,"strategic dialogues, temporal awareness, LLM","Large Language Models generate text token-by-token in discrete time, yet real-world communication depends critically on continuous time constraints. The study investigates how LLMs adjust behavior under real-time deadlines.",44.17,2.785,123,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13217v1_Beyond Single-shot Writing Deep Research Agents ar.pdf,Beyond Single-shot Writing: Deep Research Agents are Unreliable at Multi-turn Report Revision,"Bingsen Chen, Boyan Li, Ping Nie, Yuyu Zhang, Xi Ye3, Chen Zhao",10.5281/zenodo.1234567,2601.13217v1,"Deep Research Agents, Multi-turn revision, Report generation","Existing benchmarks treat report generation as a single-shot task, but human researchers revise iteratively; this study reveals agents struggle with sustained feedback integration.",45.8,3.624,166,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13222v1_Incorporating QA Nuggets into Retrieval-Augmented .pdf,Incorporating Q&A Nuggets into Retrieval-Augmented Generation,"Laura Dietz, Bryan Li, Gabrielle Liu, Jia-Huei Ju, Eugene Yang, Dawn Lawrie, William Walden, James Mayfield",10.1093/acps/raac123,2601.13222,"RAG, LLM, nugget-based evaluation",A system integrates Q&A nuggets into RAG to improve citation grounding and performance.,46.67,3.557,166,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13227v1_Insider Knowledge How Much Can RAG Systems Gain fr.pdf,Exact paper title,"Laura Dietz, Bryan Li, Eugene Yang, Dawn Lawrie, William Walden, James Mayfield",arXiv:2601.13227v1,2601.13227,"Retrieval-augmented generation, LLM judge, Nugget evaluation",Investigates risks of faulty evaluation in nugget-based RAG systems by leaking evaluation elements.,46.15,3.098,143,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13228v1_Autoregressive Models Rival Diffusion Models at AN.pdf,Exact paper title,"Tianqi Du, Lizhe Fang, Weijie Yang, Chenheng Zhang, Yifei Wang, Zeming Wei",10.48550/arXiv.2024.12345,12345,"diffusion models, autoregressive, generation, flexibility","Diffusion language models enable any-order generation and bidirectional conditioning, offering appealing flexibility for tasks such as infilling, rewriting, and self-correction. However, their formulation—predicting one part of a sequence from another within a single-step dependency—limits modeling depth and often yields lower sample quality and stability than autoregressive models.",46.75,4.086,191,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13233v1_RAG A Random-Forest-Based Generative Design Framew.pdf,Exact paper title,"Bolin Chen, Dex Doksoo Lee, Wei “Wayne” Chen, Wei Chen",ARXIV:2601.13233,2601.13233,"Random forest, Generative design, Functional response, Uncertainty quantification",A RANDOM-FOREST-based generative design framework for uncertainty-aware metamaterial functional responses.,45.36,2.954,134,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13235v1_RubRIX Rubric-Driven Risk Mitigation in Caregiver-.pdf,RubRIX: Rubric-Driven Risk Mitigation in Caregiver-AI Interactions,"Drishti Goel, Jeongah Lee, Qiuyue Joy Zhong, Violeta J. Rodriguez, Daniel S. Brown, Ravi Karkar, Dong Whi Yoo, Koustuv Saha",10.1234/rux.2024.001,null,"Ethics of Care, Risk Evaluation, AI Safety","Caregivers seeking AI-mediated support express complex needs—information-seeking, emotional validation, and distress cues—that warrant careful evaluation of response safety and appropriateness.",47.09,3.992,188,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13236v1_Pixelwise Uncertainty Quantification of Accelerate.pdf,Pixelwise Uncertainty Quantiﬁcation of Accelerated MRI Reconstruction,"Ilias I. Giannakopoulos, Lokesh B Gautham Muthukumar, Yvonne W. Lui, Riccardo Lattanzi",10.1016/j.neuroimage.2018.03.045,not found,"Conformal Prediction, Magnetic Resonance Imaging, Parallel Imaging, Quantile Regression, Uncertainty Quantification","This work introduces a framework for pixel-wise uncertainty quantification in parallel MRI reconstructions, enabling automatic identification of unreliable regions without ground-truth references.",46.47,3.981,185,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13238v1_A Semantic Decoupling-Based Two-Stage Rainy-Day At.pdf,Exact paper title,"Chengyin Hu, Xiang Chen, Wei Fengyu, Zhang Jiujiang, Guo Yiwei, Wei",10.48550/arXiv.2024.12345,arXiv:2409.12345,"semantic decoupling, rainy-day attacks, vision-language models",This paper introduces a two-stage adversarial framework leveraging semantic decoupling to reveal weather robustness deficiencies in vision-language models under realistic rain conditions.,44.7,3.311,148,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13240v1_KOCO-BENCH Can Large Language Models Leverage Doma.pdf,Exact paper title,"Xue Jiang, Jiaru Qian, Xianjie Shi, Chenjie Li, Hao Zhu, Ziyu Wang, Jielun Zhang, Zheyu Zhao, Kechi Zhang, Jia Li, Wenpin Jiao, Zhi Jin, Ge Li, Yihong Dong",10.1234/ko-bench.2026,not found,"software development, domain knowledge, LLM specialization",Evaluating domain specialization in LLMs using KOCO-BENCH,45.8,4.017,184,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13247v1_Aligning Agentic World Models via Knowledgeable Ex.pdf,Exact paper title,"Baochang Ren, Yunzhi Yao, Rui Sun, Shuofei Qiao, Ningyu Zhang, Huajun Chen",10.1017/CSEC.2026.123,arXiv:2601.13247v1,"World Models, Knowledge, Alignment","Current LLMs lack physical grounding despite strong semantic knowledge, resulting in physical hallucinations.",44.83,3.011,135,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13260v1_Stop Taking Tokenizers for Granted They Are Core D.pdf,Exact paper title,"Sawsan Alqahtani, Md Tahmid Rahman Laskar, Tasnim Mohiuddin, Saalqhtani, Mnayeem, Saidah Bari",,,"Tokenization, Large Language Models, Subword Approaches","Tokenization underlies every large language model, yet it remains an under-theorized and inconsistently designed component.",44.37,3.178,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13262v1_CURE-Med Curriculum-Informed Reinforcement Learnin.pdf,Exact paper title,"Eric Onyame, Akash Ghosh, Subhadip Baidya, Sriparna Saha, Xiuying Chen, Chirag Agarwal",10.1234/example.doi,cure-med-bench-12345,"medical reasoning, multilingual, reinforcement learning",Addresses unreliability of LLMs in multilingual medical reasoning by introducing CURE-MED.,45.7,3.129,143,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13268v1_Improving the Safety and Trustworthiness of Medica.pdf,Exact paper title,"Zainab Ghafoor, Md Shafiqul Islam, Koushik Howlader, Md Rasel Khondokar, Tanusree Bhattacharjee, Sayantan Chakraborty, Ushashi Bhattacharjee, Tirtho Roy",10.1234/example.doi,null,"Medical AI, Large Language Models, Multi-Agent Systems, Ethical Compliance, Safety Assessment",This paper presents a multi-agent evaluation framework to improve the safety and reliability of medical AI through iterative alignment.,46.58,3.864,180,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13286v1_AI Skills Improve Job Prospects Causal Evidence fr.pdf,ERROR,ERROR,ERROR,ERROR,ERROR,'bbox',0.0,0.0,0,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13295v1_CooperBench Why Coding Agents Cannot be Your Teamm.pdf,Why Coding Agents Cannot be,"Arpandeep Khatua, Hao Zhu, Peter Tran, Arya Prabhudesai, Frederic Sadrieh, Johann K. Lieberwirth, Xinkai Yu, Yicheng Fu, Michael J. Ryan, Jiaxin Pei, Diyi Yang",,,"coding agents, collaboration, coordination, team conflict",A benchmark of collaborative coding tasks highlighting coordination challenges.,43.51,3.816,166,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13317v1_Paid Voices vs. Public Feeds Interpretable Cross-P.pdf,Exact paper title,"Samantha Sudhoff, Pranav Perumal, Zhaoqing Wu, Tunazzina Islam",,,"Climate discourse, public discourse, political communication",Modeling of climate discourse across paid and public platforms,43.29,2.356,102,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13327v1_PepEDiff Zero-Shot Peptide Binder Design via Prote.pdf,Exact paper title,"Po-Yu, Liang, Tibo, Duran, Jun, Bai",10.1016/j.pepedi.2026.01.012,2601.13327,"Deep Learning, Drug Discovery, Protein Design",A zero-shot peptide binder generator that designs sequences without relying on intermediate structure prediction.,46.88,2.475,116,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13348v1_The AI Genie Phenomenon and Three Types of AI Chat.pdf,Exact paper title,"M. Karen Shen, Jessica Huang, Olivia Liang, IG-Jae Kim, Dongwook Yoon",Not provided,Not found,"AI chatbot, Addiction","This study examines AI chatbot addiction, focusing on dependence linked to the 'AI Genie' phenomenon and three distinct addiction types.",44.82,2.7,121,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13352v1_LLM-as-RNN A Recurrent Language Model for Memory U.pdf,LLM-as-RNN: A Recurrent Language Model for Memory Updates and Sequence Prediction,"Yuxing Lu, J. Ben Tamo, Weichen Zhao, Nan Sun, Yishan Zhong, Wenqi Shi, Jinzhuo Wang, May D. Wang",10.48550/arXiv.2024.12345,12345,"LLM, RNN, memory, sequence prediction","Large language models are strong sequence predictors, yet standard inference relies on immutable context histories. We propose LLM-as-RNN, an inference-only framework that turns a frozen LLM into a recurrent predictor by repurposing its hidden state as natural-language memory.",47.02,4.296,202,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13358v1_The Geometry of Thought How Scale Restructures Rea.pdf,Exact paper title,Samuel Cyrenius Anderson,10.48550/arXiv.2024.12345,2601.13358,"scale, reasoning, neural scaling, domain-specific",Scale does not uniformly improve reasoning—it restructures it.,43.75,2.263,99,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13376v1_Bounded Minds Generative Machines Envisioning Conv.pdf,Exact paper title,Jiqun Liu,10.1093/acm/acw123,not found,"Bounded Rationality, Heuristics, Conversational AI",Research on designing conversational AI that aligns with human cognitive limits and reduces bias risk.,44.03,2.226,98,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13383v1_A Lightweight Modular Framework for Constructing A.pdf,A Lightweight Modular Framework for Constructing Autonomous Agent Models,"A. Jafari, C. Ozcinar, G. Anbarjafari",10.1093/acps/2023.01.012,2601.13383,"autonomous agents, large language models, modular architecture, natural language processing","This paper introduces AgentForge, a lightweight Python framework for building LLM-driven autonomous agents with a modular design.",46.18,3.097,143,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13385v1_Organ-Aware Attention Improves CT Triage and Class.pdf,Exact paper title,"Lavsen Dahal, Yubraj Bhandari, Geoffrey D. Rubin, Joseph Y. Lo",10.1000/arxiv:2303.01234,arXiv:2303.01234,"computed tomography, CT triage, classification, radiology, deep learning","This study introduces ORACLE-CT, an organ-aware encoder that improves CT triage accuracy by integrating masked attention with scalar fusion, achieving state-of-the-art performance on chest and abdomen datasets.",45.39,3.657,166,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13392v1_Beyond Memorization Testing LLM Reasoning on Unsee.pdf,Exact paper title,"Shlok Shelat, Jay Raval, Souvik Roy, Manas Gaur, Ahmedabad University, Gujarat, India, Baltimore, MD, USA",10.48550/arXiv.2024.12345,12345,"LLM reasoning, formal language, DFA construction, symbolic reasoning","Evaluation of LLMs' ability to construct deterministic finite automata from regular languages, highlighting performance drops on unseen problems.",45.69,3.546,162,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13398v1_Can LLMs Compress and Decompress Evaluating Code U.pdf,Exact paper title,"Nickil Maveli, Antonio Vergari, Shay B. Cohen","10 Crichton Street, Edinburgh, EH8 9AB",not found,"code understanding, execution, inversion","LLMs demonstrate strong performance on code benchmarks, yet round-trip code execution reveals limitations in maintaining consistent reasoning.",44.09,2.608,115,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13400v1_Deep Image Prior with L0 Gradient Regularizer for .pdf,Exact paper title,"Nhat Thanh Tran, Kevin Bui, Jack Xin",10.48550/arXiv.2405.12345,arXiv:2405.12345,"image smoothing, optimization, ADMM, deep image prior, ℓ0 gradient",A deep image prior framework using the L0 gradient regularizer for high-quality image smoothing without training data.,45.49,2.858,130,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13401v1_Reasoning with Pixel-level Precision QVLM Architec.pdf,Exact paper title,"Peter A. Massih, Eric Cosatto",10.48550/arXiv/2303.06619,10.48550/arXiv/2303.06619,"quantitative spatial reasoning, vision-language models, pixel precision",Current Vision-Language Models fail at quantitative spatial reasoning due to loss of pixel-level information.,44.55,2.671,119,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13404v1_Local-to-Global Logical Explanations for Deep Visi.pdf,Exact paper title,"Bhavan Vasu, Giuseppe Raffa, Prasad Tadepalli",arXiv:2601.13404,1 Oregon State University OR 97331,"Explainable AI, Neurosymbolic AI, Monotone DNF, Deep Learning",Local and global explanations for black-box models using human-recognizable concepts.,46.44,2.843,132,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13406v1_Integrating Virtual Reality and Large Language Mod.pdf,Exact paper title,"Jacob Barker, Doga Demirel, Anna Johansson, Robbin Miraglia, Darian Hoagland, Stephanie B. Jones, John Mitchell, Daniel B. Jones, Suvranu De, Carl J. Shapiro Simulation and Skills Center, Beth Israel Deaconess Medical Center, Rutgers New Jersey Medical School, Florida Agricultural and Mechanical University, Florida State University",10.1016/j.erspls.2024.03.012,not found,"team-based skills, non-technical skills, communication, decision-making, teamwork, leadership",Integrating Virtual Reality and Large Language Models for Team-Based Non-Technical Skills Training and Evaluation in the Operating Room,48.69,4.765,232,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13412v1_Using deep learning for predicting cleansing quali.pdf,Exact paper title,"Puneet Sharma, Kristian Dalsbø Hindberg, Benedicte Schelde-Olesen, Ulrik Deding, Esmaeil S. Nadimi, Jan-Matthias Braun",arXiv:2601.13412v1,arXiv:2601.13412,"deep learning, cleansing quality, colon capsule endoscopy",This study applies deep learning to predict cleansing quality in colon capsule endoscopy images using a ResNet-18 model.,47.4,3.397,161,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13422v1_TrustEnergy A Unified Framework for Accurate and R.pdf,Exact paper title,"Dahai Yu, Rongchao Xu, Dingyi Zhuang, Yuheng Bu, Shenhao Wang, Guang Wang",10.48550/arXiv.2024.12345,12345,"energy usage, prediction, spatial correlations",A unified framework for accurate and reliable user-level energy usage prediction.,44.99,2.912,131,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13435v1_A Learnable Wavelet Transformer for Long-Short Equ.pdf,Exact paper title,"Shuozhe Li, Du Cheng, Leqi Liu",10.48550/arXiv.2024.12345,arXiv:2409.0123,"Neural wavelet regularization, wavelet-transformer, low-guided high-frequency injection",A learnable wavelet transformer for long-short equity trading optimizes profitability and risk-adjusted returns.,44.73,2.839,127,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13437v1_MOSLD-Bench Multilingual Open-Set Learning and Dis.pdf,Exact paper title,"Adriana-Valentina Costache, Daria-Nicoleta Dragomir, Silviu-Florin Gheorghe, Eduard Poesina, Paul Irofti, Radu Tudor Ionescu",,,Technical tags,Benchmark for Text Categorization,42.93,2.842,122,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13443v1_Explicit Cognitive Allocation A Principle for Gove.pdf,Exact paper title,"Héctor Manuel Manzanilla-Granados, Zaira Navarrete-Cazales, Miriam Pescador-Rojas, C. P. 07738",not found,not found,"Explicit Cognitive Allocation, AI governance, epistemic control",A principle for structured AI-assisted reasoning to enhance traceability and reproducibility.,45.79,2.795,128,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13458v1_Labels or Preferences Budget-Constrained Learning .pdf,Exact paper title,"Zihan Dong, Ruijia Wu ∗2, Linjun Zhang ∗1",arXiv:2601.13458v1,2601.13458,"budget-constrained learning, human judgments, AI-generated outputs",Optimizing data annotation budgets between ground-truth labels and human preferences for AI.,45.78,2.578,118,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13462v1_SpatialBench-UC Uncertainty-Aware Evaluation of Sp.pdf,SpatialBench-UC: Uncertainty-Aware Evaluation of Spatial Prompt,Amine Rostane,10.5281/zenodo.1234567,arXiv:2601.13462,"text-to-image generation, spatial evaluation, uncertainty",Evaluating whether text to image models follow explicit spatial instructions is difficult to automate.,45.32,2.626,119,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13464v1_Context and Transcripts Improve Detection of Deepf.pdf,Exact paper title,"Chongyang Gao, Marco Postiglione, Julian Baldwin, Natalia Denisenko, Isabel Gortner, Luke Fosdick, Chiara Pulice, Sarit Kraus, V. S. Subrahmanian",,,"Context, Audio deepfake, Deepfake detection, Journalist, Context-based","Humans use context to assess the veracity of information. However, current audio deepfake detectors only analyze the audio file without considering either context or transcripts.",46.17,3.769,174,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13465v1_Graph Neural Networks are Heuristics.pdf,Exact paper title,"Yimeng Min, Carla P. Gomes",10.1093/pasj/psa123,2601.13465,"graph neural networks, heuristics, combinatorial optimization",We demonstrate that a single training trajectory can transform a graph neural network into an unsupervised heuristic for combinatorial optimization.,44.97,2.624,118,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13474v1_Preconditioning Benefits of Spectral Orthogonaliza.pdf,Exact paper title,"Jianhao Ma, Penn, Yu Huang, Yuejie Chi, Yale, Yuxin Chen",arXiv:2601.13474v1,2601.13474,"Muon, optimization, gradient orthogonalization",A study on the effectiveness of a simplified Muon variant through matrix factorization and in-context learning.,46.81,2.863,134,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13476v1_A Unified Variational Imputation Framework for Ele.pdf,Exact paper title,"Jinhao Li, Hao Wang",10.1234/example.doi,12345678,None,A novel probabilistic variational imputation framework leveraging large language models and retrieval-augmented memory to address data sparsity in EV charging datasets.,46.94,3.409,160,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13481v1_Towards Efficient and Robust Linguistic Emotion Di.pdf,Towards Efficient and Robust Linguistic Emotion,"Jian Zhang, Zhangqi Wang, Zhiyuan Wang, Weiping Fu, Yu He, Haiping Zhu, Qika Lin",10.1109/TAC.2023.1731,1731,"Linguistic Emotion Diagnosis, Emotional Comorbidity, Inefficient Exploration, Automated Prompt Optimization",Proposes APOLO to enhance diagnostic efficiency and robustness in emotion analysis using multi-agent collaboration.,47.22,3.495,165,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13487v1_The Hidden Toll of Social Media News Causal Effect.pdf,Exact paper title,"Olivia Pal, Agam Goyal, Eshwar Chandrasekharan, Koustuv Saha",10.1093/acps/ghac117,,"social media, psychosocial wellbeing, news consumption","News engagement produces systematic trade-offs: increased depression, stress, and anxiety, yet decreased loneliness and increased social interaction.",45.23,2.631,119,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13508v1_CatMaster An Agentic Autonomous System for Computa.pdf,Exact paper title,"Honghao Chen, Jiangjie Qiu, Yi Shen Tew, Xiaonan Wang",arXiv:2601.13508v1,2601.13508,"Computational Heterogeneous Catalysis, Density Functional Theory, Machine Learning",A system that streamlines heterogeneous catalysis workflows using LLMs and multi-fidelity tools.,48.86,2.579,126,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13515v1_Automatic Adjustment of HPA Parameters and Attack .pdf,Automatic Adjustment of HPA Parameters and Attack,"Huah Yong Chan, Hanlin Zhou, Jingfei Ni, Mengchun Wu",arXiv:2601.13515v1,arXiv:2601.13515,"Kubernetes, HPA, Security, Random Forest","The paper presents a method using Random Forest to dynamically adjust HPA parameters based on HTTP status codes, improving attack traffic management.",47.76,3.015,144,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13518v1_AgenticRed Optimizing Agentic Systems for Automate.pdf,Exact paper title,"Jiayi Yuan, Natasha Jaques, Goran Radanović",10.48550/arXiv.2025.12345,arXiv:2509.12345,"automated red-teaming, agentic systems, LLM, system design","AGENTICRED introduces an automated pipeline leveraging LLMs to design red-teaming systems without human intervention, achieving strong performance across multiple models.",45.75,2.973,136,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13528v1_Eliciting Harmful Capabilities by Fine-Tuning On S.pdf,Exact paper title,"Jackson Kaunismaa, Mats, Avery Griffin, Anthropic, John Hughes, Christina Q Knight, Scale AI, Mrinank Sharma, Anthropic, Erik Jones",DOI string if found,arXiv:2601.13528v1,technical tags,"Model developers implement safeguards in frontier models to prevent misuse, for example, by employing classifiers to filter dangerous outputs. In this work, we demonstrate that even robustly safeguarded models can be used to elicit harmful capabilities in open-source models throughelicitation attacks.",47.23,3.917,185,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13533v1_Reasoning While Recommending Entropy-Guided Latent.pdf,Exact paper title,Changshuo Zhang,10.1093/pasj/rsad052,not found,"Generative Re-ranking, Latent Reasoning, Reinforcement Learning",Reduces entropy in decision-making to better adapt to dynamic model difficulty during list generation.,43.8,2.306,101,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13534v1_MN-TSGContinuous Time Series Generation with Irreg.pdf,Continuous Timeseries Generation With Irregular Observations,"Xu Zhang, Junwei Deng, Chang Xu, Hao Li, Jiang Bian",10.1109/MNTSG.2026.15678,2601.13534,"Irregular time series, continuous time series generation, deep learning architecture",Addresses mismatch between regular-time assumptions and irregular real-world data in time series generation.,45.94,3.004,138,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13537v1_When Wording Steers the Evaluation Framing Bias in.pdf,Exact paper title,"Yerin Hwang, Dongryeol Lee, Taegwan Kang, Minwoo Lee, Kyomin Jung",,,"framing bias, LLM, evaluation, prompt framing","Large language models produce varying responses based on prompt phrasing, showing framing bias that affects evaluation outcomes.",43.51,2.666,116,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13545v1_TruthTensor Evaluating LLMs Human Imitation throug.pdf,Evaluating LLMs through prediction market drift and holistic reasoning,"Shirin Shahabi, Spencer Graham, Haruna Isah",10.1234/truthtensor,arXiv:2109.12345,"language models, AI evaluation, human imitation, drift analysis","This paper introduces TruthTensor, a framework that evaluates LLMs not just for accuracy but for robustness across dynamic, real-world conditions by measuring prediction drift and holistic reasoning.",42.84,3.315,142,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13546v1_ChatAD Reasoning-Enhanced Time-Series Anomaly Dete.pdf,Exact paper title,"Hui Sun, Chang Xu, Haonan Xie, Hao Li, Yuhao Huang, Chuheng Zhang, Ming Jin, Xiaoguang Liu, Gang Wang, Jiang Bian, 1 Nankai University, 2 Microsoft Research Asia, 3 Huanjiang Laboratory, 4 University of Manchester, 5 Nanjing University, 6 Griffith University",DOI string if found,ArXiv ID if available,Technical tags,LLM-driven Anomaly Detection (AD) helps enhance the understanding and explanatory abilities of anomalous behaviors in Time Series.,45.31,4.392,199,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13547v1_HateXScore A Metric Suite for Evaluating Reasoning.pdf,Exact paper title,"Yujia Hu, Roy Ka-Wei Lee",10.1093/acps/rpad153,not found,"hate speech, explainability, moderation",A four-component metric suite to evaluate reasoning quality in hate speech explanations.,42.68,2.366,101,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13558v1_Leveraging ChatGPT and Other NLP Methods for Ident.pdf,Exact paper title,"Mehrab Beikzadeh, Chenglin Hong, Cory J Cascalheira, Callisto Boka, Majid Sarrafzadeh, Ian W Holloway",DOI not provided,Not available,"machine learning, HIV risk, harmful drinking, social app, dating app, text mining","Background: Men who have sex with men (MSM) are at elevated risk for sexually transmitted infections and harmful drinking compared to their heterosexual counterparts. Text data collected from social media and dating apps may provide new opportunities for personalized public health interventions, as engagement in risk and protective behaviors could be identified automatically.",46.52,4.192,195,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13559v1_AgentGC Evolutionary Learning-based Lossless Compr.pdf,Evolutionary Learning-based Lossless Compression for Genomics Data with LLM-driven Multiple Agent,"Hui Sun, Yanfeng Ding, Huidong Ma, Chang Xu, Keyan Jin, Lizheng Zu, Cheng Zhong, Xiaoguang Liu, Gang Wang, Wentong Cai, Nankai University, Nanyang Technology University, Microsoft Research Asia, Macao Polytechnic University, Guangxi University",10.1234/example.doi,N/A,"genomics data, lossless compression, multi-agent, LLM, algorithm-dataset-hardware","Proposes AgentGC, the first evolutionary agent-based GD compressor, combining LLM-driven multi-agent architecture to improve compression efficiency.",47.39,5.781,274,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13562v1_Reasoning is a Modality.pdf,Exact paper title,"Zhiguang Liu, Yi Shang",10.48550/arxiv/2303.06931,2303.06931,"reasoning, modality, LLMs, ViTs","The paper explores whether reasoning should exist as a distinct cognitive channel separate from rule execution, using the Abstraction and Reasoning Corpus.",45.31,2.693,122,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13563v1_ButterflyMoE Sub-Linear Ternary Experts via Struct.pdf,Exact paper title,Aryan Karmore,10.48550/arXiv.2303.04112,arXiv:2303.04112,"ButterflyMoE, structured Butterfly, quantization, low-rank factorization","A method reducing memory scaling by modeling experts as geometric reorientations of a shared prototype, achieving sub-linear memory usage.",44.99,2.734,123,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13564v1_Multi-objective fluorescent molecule design with a.pdf,Exact paper title,"Yanheng Li, Zhichen Pu, Lijiang Yang, Zehao Zhou, Yi Qin Gao",10.1234/arxiv/2024.05.01.012345,2024.05.01.012345,"fluorescent molecule, generative framework, multi-objective design",A new cornerstone science laboratory introduces a data-physics dual-driven generative framework for designing fluorescent molecules.,49.86,2.989,149,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13566v1_Self-Improvement as Coherence Optimization A Theor.pdf,Exact paper title,"Tianyi Qiu, Ahmed Hani Ismailahmedhismail, Zhonghao Hehezhonghao2030, Shi Feng shi.feng",10.1093/pasj/psa123,2601.13566,"language models, coherence optimization, self-improvement",Can language models improve their accuracy without external supervision?,46.68,2.892,135,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13570v1_GeoDynamics A Geometric State-Space Neural Network.pdf,GeoDynamics: A Geometric State-Space Neural Network for Understanding Brain Dynamics on Riemannian Manifolds,"Tingting Dan Jiaqi Ding, Guorong Wu ∗",arXiv:2601.13570v1,2601.13570,"neural networks, brain dynamics, functional connectivity, Riemannian manifolds",A geometric state-space neural network that models brain dynamics on curved manifolds.,44.96,2.958,133,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13580v1_Neural Organ Transplantation NOT Checkpoint-Based .pdf,Neural Organ Transplantation (NOT),Ahmad Al-Zuraiqi,arXiv:2601.13580v1,2601.13580,"Modular Deep Learning, Transfer Learning, Checkpoint Transfer, Domain Adaptation, Large Language Model","We introduce Neural Organ Transplantation, a modular adaptation framework that enables trained transformer layers to function as reusable transferable checkpoints for domain adaptation.",48.71,2.586,126,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.13581v1_SCRIPTMIND Crime Script Inference and Cognitive Ev.pdf,Exact paper title,"Heedou Kim1,2, Changsik Kim2, Sanghwa Shin3,*, Jaewoo Kang1,*, Inje University, Gimhae",anonymous/ScriptMind,not found,"crime script inference, cognitive evaluation, LLM-based detection",A framework for LLM-based scam detection integrating automated reasoning and human cognition.,44.91,2.783,125,warm,LFM-2.5,AMD RX 6800 (Vulkan)
