title,authors,doi,arxiv_id,keywords,processing_time_ms,filename
Agentic Diagnostic Reasoning over Telecom and,Nicolas Tacheny,None,arXiv:2601.07342,,37.70089149475098,2601.07342v1_Agentic Diagnostic Reasoning over Telecom and Data.pdf
SciHorizon-Gene: Benchmarking LLM for Life Sciences Inference,"Gene Knowledge to, Jinmiao Chen
DUKE-NUS Med School, Qingqing Long
CNIC, Yuanchun Zhou",None,arXiv:2601.12805,"large language models, benchmarking and evaluation, genomics
ACM Reference Format:
Xiaohan Huang, Meng Xiao, Chuan Qin",43.37596893310547,2601.12805v1_SciHorizon-GENE Benchmarking LLM for Life Sciences.pdf
Psych¯eChat: An Empathic Framework Focused on Emotion Shift Tracking,"Yichao Yin, Liangliang Chen, Yongqi Fan♡*, Yuxiang Chu♡",None,arXiv:2601.12392,,41.65959358215332,2601.12392v1_PsychēChat An Empathic Framework Focused on Emotio.pdf
Stop Taking Tokenizers for Granted: They Are Core Design Decisions in,"Tasnim Mohiuddin, Mir Tafseer Nayeem, M Saiful Bari, Md Tahmid Rahman Laskar♦",None,arXiv:2601.13260,,43.27535629272461,2601.13260v1_Stop Taking Tokenizers for Granted They Are Core D.pdf
Syllabic Agglutinative Tokenizations for Indonesian LLM:,Hokky Situngkir,None,arXiv:2601.11643,"Indonesian natural language processing, Indonesian computational linguistics, tokeniza-
tion, large language models, Gasing Literacy Learning System",36.518096923828125,2601.11643v1_Syllabic Agglutinative Tokenizations for Indonesia.pdf
Fairness risk and its privacy-enabled solution in,"Generative AI, Generative AI-driven develop-",None,arXiv:2601.08953,,40.29989242553711,2601.08953v1_Fairness risk and its privacy-enabled solution in .pdf
"Vol. , , -","John Hawthorne, Tuen Mun",None,None,,44.7845458984375,2601.09765v1_AI Survival Stories a Taxonomic Analysis of AI Exi.pdf
Pro-AI Bias in Large Language Models,"Sarit Kraus
Bar, Benaya Trabelsi, Jonathan Shaki",None,arXiv:2601.13749,,43.05219650268555,2601.13749v1_Pro-AI Bias in Large Language Models.pdf
CURE-Med: Curriculum-Informed Reinforcement Learning for,"Xiuying Chen, Eric Onyame∗",None,arXiv:2601.13262,,38.84387016296387,2601.13262v1_CURE-Med Curriculum-Informed Reinforcement Learnin.pdf
Left–Right Symmetry Breaking in CLIP-style Vision-Language Models Trained,,None,arXiv:2601.12809,,40.7412052154541,2601.12809v1_Left-Right Symmetry Breaking in CLIP-style Vision-.pdf
UNSUPERVISED VIDEO CLASS-INCREMENTAL LEARNING,Adrian G. Bors,None,arXiv:2601.14069,,40.69185256958008,2601.14069v1_Unsupervised Video Class-Incremental Learning via .pdf
HIPPO: Accelerating Video Large Language Models Inference via,"Chao Zhang2,3†",None,arXiv:2601.08273,,40.776968002319336,2601.08273v1_HIPPO Accelerating Video Large Language Models Inf.pdf
ELICITING HARMFUL CAPABILITIES BY FINE-TUNING,"John Hughes
Anthropic, Avery Griffin
Anthropic, Jackson Kaunismaa∗
MATS",None,arXiv:2601.13528,,40.78316688537598,2601.13528v1_Eliciting Harmful Capabilities by Fine-Tuning On S.pdf
Hallucination Detection and Mitigation in Large,"Erin Li
CIBC, Ahmad Pesaranghader, Large Reasoning Models",None,arXiv:2601.09929,,36.2391471862793,2601.09929v1_Hallucination Detection and Mitigation in Large La.pdf
SimpleMatch: A Simple and Strong Baseline for Semantic Correspondence,,None,arXiv:2601.12357,,40.89045524597168,2601.12357v1_SimpleMatch A Simple and Strong Baseline for Seman.pdf
ForeDiffusion: Foresight-Conditioned Diffusion Policy via Future View,"Zheyi Zhao1, Binwen Bai1, Chenyang Wang1",None,arXiv:2601.12925,,38.30599784851074,2601.12925v1_ForeDiffusion Foresight-Conditioned Diffusion Poli.pdf
The Orchestration of Multi-Agent Systems:,Rajesh Gupta,None,arXiv:2601.13671,,38.669586181640625,2601.13671v1_The Orchestration of Multi-Agent Systems Architect.pdf
MAXS: Meta-Adaptive Exploration with LLM Agents,"Rui Mao2, Li Yuan4, Jun Liu1
1Xi’an",None,arXiv:2601.09259,,41.28122329711914,2601.09259v1_MAXS Meta-Adaptive Exploration with LLM Agents.pdf
Malware Classification using Diluted Convolutional,"Vishi Singh Bhatia, Bhupendra Singh",None,None,,35.54081916809082,2601.09933v1_Malware Classification using Diluted Convolutional.pdf
Sparse Data Tree Canopy Segmentation:,"Linlin Xu
University, Kyle Gao, Anthony Bertnyk
University, David Szczecina",None,arXiv:2601.10931,,39.116859436035156,2601.10931v1_Sparse Data Tree Canopy Segmentation Fine-Tuning L.pdf
"Unbounded Harms, Bounded Law:",Chi Tran,None,arXiv:2601.12646,,37.25242614746094,2601.12646v1_Unbounded Harms Bounded Law Liability in the Age o.pdf
Training-Free Distribution Adaptation for Diffusion,"Mohammad Jalali∗§, Matina Mahdizadeh Sani∗†",None,arXiv:2601.08379,,36.41819953918457,2601.08379v1_Training-Free Distribution Adaptation for Diffusio.pdf
ExpSeek: Self-Triggered Experience Seeking for Web Agents,"Juwei Yue1,2, Wenyuan Zhang1,2, Shuaiyi Nie1,2, Tingwen Liu1,2∗",None,arXiv:2601.08605,,39.21389579772949,2601.08605v1_ExpSeek Self-Triggered Experience Seeking for Web .pdf
IDDR-NGP: Incorporating Detectors for Distractor Removal with,"Xianliang Huang, Zhizhou Zhong, Shuhang Chen
Fudan, Jihong Guan",10.1145/3581783.3612045,arXiv:2601.11030,,40.555715560913086,2601.11030v1_IDDR-NGP Incorporating Detectors for Distractor Re.pdf
DSA-Tokenizer: Disentangled Semantic-Acoustic Tokenization,"Haochen Tan2, Dehua Tao2, Daxin Tan2, Speech Large Language Models",None,arXiv:2601.09239,,39.780616760253906,2601.09239v2_DSA-Tokenizer Disentangled Semantic-Acoustic Token.pdf
Forward versus Backward: Comparing Reasoning Objectives in,"Raghuram Ramanujan
Department, versus Backward",None,arXiv:2601.07199,,33.27679634094238,2601.07199v1_Forward versus Backward Comparing Reasoning Object.pdf
WebTrap Park: An Automated Platform for Systematic Security Evaluation of,"Geng Hong†B, WebTrap Park, WebTrap
Park",None,arXiv:2601.08406,,36.611318588256836,2601.08406v1_WebTrap Park An Automated Platform for Systematic .pdf
TOPOLOGY-AWARE MULTISCALE MIXTURE OF EXPERTS FOR,"Kelin Xia, Binh P. Nguyen
School of Mathematics, Long D. Nguyen
School of Mathematics",None,arXiv:2601.12637,"Graph Neural Networks · Topological Deep Learning · Mixture of Experts · Molecular Representation
1",36.29255294799805,2601.12637v1_Topology-Aware Multiscale Mixture of Experts for E.pdf
SL-CBM: Enhancing Concept Bottleneck Models with Semantic Locality for,"Luo Cheng, Holger Hermanns 1, Rui Wen 3, Lijun Zhang 5",None,arXiv:2601.12804,,38.172006607055664,2601.12804v1_SL-CBM Enhancing Concept Bottleneck Models with Se.pdf
V-Zero: Self-Improving Multimodal Reasoning with Zero Annotation,"Yi Yang1, Minfeng Zhu2†",None,arXiv:2601.10094,,42.360782623291016,2601.10094v1_V-Zero Self-Improving Multimodal Reasoning with Ze.pdf
Context and Transcripts Improve Detection of Deepfake Audios,"V. S. Subrahmanian1∗, Deepfake Detector",None,arXiv:2601.13464,,40.33970832824707,2601.13464v1_Context and Transcripts Improve Detection of Deepf.pdf
TWO-STREAM TEMPORAL TRANSFORMER FOR VIDEO ACTION CLASSIFICATION,"Nattapong Kurpukdee, Adrian G. Bors",None,arXiv:2601.14086,,37.16683387756348,2601.14086v1_Two-Stream temporal transformer for video action c.pdf
X-Distill: Cross-Architecture Vision Distillation,"A. X-Distill, Zhengrong Xue, Feihong Zhang, Baiye Cheng",None,arXiv:2601.11269,,44.640302658081055,2601.11269v1_X-Distill Cross-Architecture Vision Distillation f.pdf
HGATSolver: A Heterogeneous Graph Attention Solver for Fluid–Structure,"Zeng-Guang Hou1, Qin-Yi Zhang1, Siyao Liu4, Chen Chen1",None,arXiv:2601.09251,,39.15214538574219,2601.09251v1_HGATSolver A Heterogeneous Graph Attention Solver .pdf
DAME: DURATION-AWARE MATRYOSHKA EMBEDDING FOR DURATION-ROBUST,"Jaeyoung Roh, Chang Woo Han, Ju-ho Kim, Youngmoon Jung*",None,arXiv:2601.13999,,39.29781913757324,2601.13999v1_DAME Duration-Aware Matryoshka Embedding for Durat.pdf
LADFA: A Framework of Using Large Language Models and,ALI RAZA,None,arXiv:2601.10413,,37.23025321960449,2601.10413v1_LADFA A Framework of Using Large Language Models a.pdf
An Explainable Two-Stage Deep Learning,"Engineering Trivandrum, Ajo Babu George
1*",None,arXiv:2601.08401,,39.16001319885254,2601.08401v1_An Explainable Two Stage Deep Learning Framework f.pdf
Step-by-Step Causality: Transparent Causal Discovery with Multi-Agent,"Ziyi Ding, Chenfei Ye-Hao, Zheyuan Wang 2
Xiao-Ping Zhang",None,arXiv:2601.10137,,42.13261604309082,2601.10137v1_Step-by-Step Causality Transparent Causal Discover.pdf
AEMA: Verifiable Evaluation Framework for,"Trustworthy AI, Irvine
Evaluating, Yen-Ting Lee1, Agentic AI",None,arXiv:2601.11903,"Agentic AI, Multi-Agent Systems, Trustworthy AI, Verifiable Evaluation, Human Oversight
1.",35.88438034057617,2601.11903v1_AEMA Verifiable Evaluation Framework for Trustwort.pdf
Efficient Protein Optimization via Structure-aware Hamiltonian Dynamics,,None,arXiv:2601.11012,,37.22333908081055,2601.11012v1_Efficient Protein Optimization via Structure-aware.pdf
Automating Parameter Selection in Deep Image,"Maximilian Sandmann§, David Lohr∗, Felix Wissel∗, Tobias Knopp†",None,arXiv:2601.12055,,36.60702705383301,2601.12055v1_Automating Parameter Selection in Deep Image Prior.pdf
MHA2MLA-VLM: Enabling DeepSeek’s Economical Multi-Head Latent Attention,"Lixing Shen2, Tao Ji1*",None,arXiv:2601.11464,,41.09954833984375,2601.11464v1_MHA2MLA-VLM Enabling DeepSeeks Economical Multi-He.pdf
T3: Benchmarking Sycophancy and Skepticism in Causal Judgment,"hallu-
cination, Claude Haiku, Edward Y. Chang, Wise Refusal",None,arXiv:2601.08258,,42.47283935546875,2601.08258v1_T3 Benchmarking Sycophancy and Skepticism in Causa.pdf
ForensicFormer: Hierarchical Multi-Scale Reasoning,,None,arXiv:2601.08873,,39.623260498046875,2601.08873v1_ForensicFormer Hierarchical Multi-Scale Reasoning .pdf
Multimodal Generative Engine Optimization:,"Multimodal Generative Engine, Ziyi Wang3, Yue Zhao2",None,arXiv:2601.12263,,40.41862487792969,2601.12263v1_Multimodal Generative Engine Optimization Rank Man.pdf
PKI: Prior Knowledge-Infused Neural Network for,"Dan Zenge, Zichen Wangd, Shiming Gea, Fanzhao Linc",None,arXiv:2601.08493,,42.282819747924805,2601.08493v1_PKI Prior Knowledge-Infused Neural Network for Few.pdf
Beyond the Dirac Delta: Mitigating Diversity Collapse in Reinforcement,"Haoru Li, Chaofeng Chen 3, Yatao Bian 4, Jinmei Liu 1",None,arXiv:2601.12401,,40.8635139465332,2601.12401v1_Beyond the Dirac Delta Mitigating Diversity Collap.pdf
Double-Calibration: Towards Trustworthy LLMs via Calibrating,"Wenqi Fan2, Fu Lee Wang3, Knowledge Graphs",None,arXiv:2601.11956,,39.92199897766113,2601.11956v1_Double-Calibration Towards Trustworthy LLMs via Ca.pdf
Actionable Advice from Reviews via Mixture of LoRA Experts: A,"Manav Ganesh, Pilani Campus, Dhruv Kumar, Yashwant Viswanathan",None,arXiv:2601.12338,,37.895917892456055,2601.12338v1_Actionable Advice from Reviews via Mixture of LoRA.pdf
Layerwise goal-oriented adaptivity for neural ODEs: an optimal,"Universit¨at Koblenz, Michael Hinterm¨uller∗1,3, Denis Korolev‡ 3, Ronald Hoppe",None,arXiv:2601.07397,"Resnet, neural ODEs, parameter identification/learning, adaptive neural network
1",40.581464767456055,2601.07397v1_Layerwise goal-oriented adaptivity for neural ODEs.pdf
C-GRASP: Clinically-Grounded Reasoning for,"Cheng Lin Cheng
Department of Physics, Chai Kai Chang
Center, Ting Chuan Lin",None,arXiv:2601.10342,,40.08841514587402,2601.10342v1_C-GRASP Clinically-Grounded Reasoning for Affectiv.pdf
MEMEWEAVER: Inter-Meme Graph Reasoning for,"David Gimeno-Gomez*2, Misogyny Detection",None,arXiv:2601.08684,,40.95602035522461,2601.08684v1_MEMEWEAVER Inter-Meme Graph Reasoning for Sexism a.pdf
Collaborative Multi-Agent Test-Time Reinforcement Learning for Reasoning,"Bryan Hooi2
Cynthia, Yucheng Wang2, Juncheng Liu4, Shuyue Stella",None,arXiv:2601.09667,,46.807050704956055,2601.09667v2_Collaborative Multi-Agent Test-Time Reinforcement .pdf
Learning Methods for Neighborhood Selection in Local Search,Renaud De Landtsheer4,None,arXiv:2601.07948,"Local Search, Reinforcement Learning, Combinatorial Optimization",36.224365234375,2601.07948v1_Reinforcement Learning Methods for Neighborhood Se.pdf
EDUsummIT 2025 - eBook,"Fredrik Mørk Røkenes - University, Pierre Gorissen - HAN University, Deirdre Butler, Jodie Torrington - Macquarie University",None,None,,39.16621208190918,2601.08380v1_Thematic Working Group 5 -- Artificial Intelligenc.pdf
EPISTEMOLOGY GIVES A FUTURE TO COMPLEMENTARITY IN,"Andrea Ferrario∗1,2,3, Juan M. Durán5",None,arXiv:2601.09871,"artificial intelligence, machine learning, reliance, complementarity, human-AI interaction",39.89815711975098,2601.09871v1_Epistemology gives a Future to Complementarity in .pdf
Diagnosing Generalization Failures in Fine-Tuned,"Frank Bobe III, Darshan Bryner, Gregory D. Vetaw, Chase Pavlick",None,arXiv:2601.10524,,42.30165481567383,2601.10524v1_Diagnosing Generalization Failures in Fine-Tuned L.pdf
for Controllable Multi-Budget Reasoning,Clive Bai3,None,arXiv:2601.08310,,40.459632873535156,2601.08310v1_ORBIT On-policy Exploration-Exploitation for Contr.pdf
Why Does the LLM Stop Computing: An Empirical Study of,"MICHAEL R. LYU, GUANGBA YU∗",None,arXiv:2601.13655,,41.089773178100586,2601.13655v1_Why Does the LLM Stop Computing An Empirical Study.pdf
M3-BENCH: Process-Aware Evaluation of LLM Agents Social Behaviors in,"Zhuofan Shi, Sixiong Xie, Haiyang Shen, Gang Huang
Yun Ma
Xiang Jing",None,arXiv:2601.08462,,43.00355911254883,2601.08462v1_M3-BENCH Process-Aware Evaluation of LLM Agents So.pdf
Explainable Deep Learning for Pediatric Pneumonia Detection,"Mustafa Tahsin Yilmaz6,4, Umm Al-Qura University, Alaa O. Khadidos3,4, Olfat M. Mirza5",None,None,,37.961721420288086,2601.09814v1_Explainable Deep Learning for Pediatric Pneumonia .pdf
Prism: Towards Lowering User Cognitive Load in LLMs,"Jinzhi Liao
Laboratory, Zenghua Liao
Laboratory, Xiang Zhao∗
Laboratory",None,arXiv:2601.08653,"Complex intent understanding, Large language models, Logical
clarification
1",37.82033920288086,2601.08653v1_Prism Towards Lowering User Cognitive Load in LLMs.pdf
Reasoning with Pixel-level Precision: QVLM Architecture and SQuID Dataset,"Peter A. Massih1,2 & Eric",None,arXiv:2601.13401,,37.32466697692871,2601.13401v1_Reasoning with Pixel-level Precision QVLM Architec.pdf
Google Translate Research Team,,None,arXiv:2601.09012,,38.38348388671875,2601.09012v3_TranslateGemma Technical Report.pdf
Weaknesses of Facial Emotion Recognition,"Patrycja Wysocka∗1,2",None,arXiv:2601.12402,"Facial Emotion Recognition · Deep learning · Computer
Vision.
1",40.11130332946777,2601.12402v1_Weaknesses of Facial Emotion Recognition Systems.pdf
TreeWriter: AI-Assisted Hierarchical Planning and,"Xingjian Liu1, Deerfield Hall, Michael Liut4",None,arXiv:2601.12740,,41.71347618103027,2601.12740v1_TreeWriter AI-Assisted Hierarchical Planning and W.pdf
Insider Knowledge: How Much Can RAG,"Eugene Yang3, James Mayfield3",None,arXiv:2601.13227,"Retrieval-augmented generation · LLM judge · Nugget evaluation.
1",39.47043418884277,2601.13227v1_Insider Knowledge How Much Can RAG Systems Gain fr.pdf
ARC Prize 2025: Technical Report,"Mike Knoop, François Chollet, Bryan Landers",None,arXiv:2601.10904,,41.082143783569336,2601.10904v1_ARC Prize 2025 Technical Report.pdf
"Cognition spaces: natural, artificial, and hybrid","Jordi Pla-Mauri,1, Universitat Pompeu Fabra, Mar´ıtim de la Barceloneta, 34095 Montpellier",None,arXiv:2601.12837,"Evolved cognition, basal cognition, artificial life, artificial intelligence, synthetic biology",43.143272399902344,2601.12837v1_Cognition spaces natural artificial and hybrid.pdf
"Received 24 November 2025, accepted 24 December 2025,date of publication 1 January 2026,",Brian Keith,10.1109/ACCESS.2025.3650352,arXiv:2601.11459,,34.74760055541992,2601.11459v1_Interactive Narrative Analytics Bridging Computati.pdf
PersonalAlign: Hierarchical Implicit Intent Alignment for Personalized,"Liqiang Nie†, Rui Shao†, Yibo Lyu, Weili Guan",None,arXiv:2601.09636,,40.48943519592285,2601.09636v1_PersonalAlign Hierarchical Implicit Intent Alignme.pdf
"Bounded Minds, Generative Machines","Bias Risk, JIQUN LIU, Generative Machines, Jiqun Liu",None,arXiv:2601.13376,,38.23089599609375,2601.13376v1_Bounded Minds Generative Machines Envisioning Conv.pdf
BEAT-Net: Injecting Biomimetic Spatio-Temporal,,None,arXiv:2601.07316,,34.02423858642578,2601.07316v1_BEAT-Net Injecting Biomimetic Spatio-Temporal Prio.pdf
Deconstructing Pre-training: Knowledge Attribution Analysis in MoE and Dense,"Yuanlin Chu1, Yuxuan Fan1",None,arXiv:2601.08383,,44.22140121459961,2601.08383v1_Deconstructing Pre-training Knowledge Attribution .pdf
When Bots Take the Bait: Exposing and Mitigating the Emerging Social Engineering,"Baojun Liu¶
†Fudan University, Browser
Use, Geng Hong†B, Bots Take",None,arXiv:2601.07263,,39.49260711669922,2601.07263v1_When Bots Take the Bait Exposing and Mitigating th.pdf
Segment and Matte Anything in a Unified Model,"Global Tech, Xiaohan Li",None,arXiv:2601.12147,,40.11201858520508,2601.12147v1_Segment and Matte Anything in a Unified Model.pdf
Scalable Sequential Recommendation under,,None,arXiv:2601.08360,"Recommender Systems, Sequence Modeling, Representa-
tion Learning, Scalable Machine Learning, Deep Learning
1",37.9185676574707,2601.08360v1_Scalable Sequential Recommendation under Latency a.pdf
AdaMARP: An Adaptive Multi-Agent Interaction Framework for,"Zhenhua Xu1†, Youtu Lab
LLM, Meng Han2, Interaction Framework",None,arXiv:2601.11007,,39.021968841552734,2601.11007v1_AdaMARP An Adaptive Multi-Agent Interaction Framew.pdf
Quantification with Bayesian Deep Learning for Scientific,"Mohammed Mudassir, Mohammed Kaif Pasha1",None,arXiv:2601.12442,"Neurosymbolic AI, Uncertainty Quantifica-
tion, Bayesian Deep Learning, Scientific Constraints, Cal-
ibration",34.29412841796875,2601.12442v1_Constraint-Aware Neurosymbolic Uncertainty Quantif.pdf
Hyperbolic Heterogeneous Graph Transformer,"Seunghoon Han1,∗",None,arXiv:2601.08251,,36.000967025756836,2601.08251v1_Hyperbolic Heterogeneous Graph Transformer.pdf
ReGraM: Region-First Knowledge Graph Reasoning for Medical Question,Hyunsik Na†,None,arXiv:2601.09280,,41.77069664001465,2601.09280v1_ReGraM Region-First Knowledge Graph Reasoning for .pdf
Programming over Thinking: Efficient and Robust,"Nancy F. Chen2, Zhengyuan Liu2, Derrick Goh Xin Deik1",None,arXiv:2601.09097,,42.49072074890137,2601.09097v1_Programming over Thinking Efficient and Robust Mul.pdf
"CODY KOMMERS∗, The Alan Turing Institute, UK",,None,arXiv:2601.08768,,39.81184959411621,2601.08768v1_AI as Entertainment.pdf
LLM-Based Agentic Systems for Software Engineering:,"Yongjian Tang, Thomas Runkler",None,arXiv:2601.09822,"LLMs, Agents, Software Engineering, Future Challenges
1",38.75398635864258,2601.09822v2_LLM-Based Agentic Systems for Software Engineering.pdf
MedVL-SAM2: A unified 3D medical vision–language model for multimodal,,None,arXiv:2601.09879,,41.98956489562988,2601.09879v1_MedVL-SAM2 A unified 3D medical vision-language mo.pdf
ALD optimization using reasoning LLMs,Angel Yanguas-Gil∗1,None,arXiv:2601.09980,,40.717363357543945,2601.09980v1_Performance of AI agents based on reasoning langua.pdf
Generative AI collective behavior,"Gian Maria Campedelli2,1,†, Alex
Pentland6,7, Bruno Kessler, Kathleen M. Carley5",None,arXiv:2601.10567,,39.147377014160156,2601.10567v1_Generative AI collective behavior needs an interac.pdf
A self-evolving multi-role collaborative framework with fine-grained difficulty guidance,"Yongan Lia, A.K. Qinb, Sicheng Houa, Tamas Pflanznerc",None,arXiv:2601.11792,"Problem generation, Large language models, Multi-role collaboration, Intelligent education, Self-evolution",38.01083564758301,2601.11792v1_A self-evolving multi-role collaborative framework.pdf
METIS: Mentoring Engine for Thoughtful Inquiry & Solutions,"Claude Sonnet 4.5, Dhruv Trehan",None,arXiv:2601.13075,,46.15068435668945,2601.13075v1_METIS Mentoring Engine for Thoughtful Inquiry  Sol.pdf
Reasoning Matters for 3D Visual Grounding,,None,arXiv:2601.08811,,40.64774513244629,2601.08811v1_Reasoning Matters for 3D Visual Grounding.pdf
ANALYSIS OF LONG RANGE DEPENDENCY UNDERSTANDING IN STATE SPACE,"Hessian Center, Abhinav Anand∗",None,arXiv:2601.13048,,42.20008850097656,2601.13048v1_Analysis of Long Range Dependency Understanding in.pdf
Proactively Detecting Threats: A Novel Approach,"Udbhav Prasad∗
∗California, Machine Learning Algorithms",None,arXiv:2601.09029,,40.72880744934082,2601.09029v1_Proactively Detecting Threats A Novel Approach Usi.pdf
Adaptive Layer Selection for Layer-Wise Token Pruning in LLM Inference,2Yuyang Dong,None,arXiv:2601.07667,,43.816566467285156,2601.07667v1_Adaptive Layer Selection for Layer-Wise Token Prun.pdf
Are LLMs Ready for TOON? Benchmarking Structural,"Marco Perillo, Marco Orlando",None,arXiv:2601.12014,"Green AI, TOON, Large Language Models, Natural Language Pro-
cessing, Sustainability
ACM Reference Format:
Elio Masciari",38.842201232910156,2601.12014v1_Are LLMs Ready for TOON Benchmarking Structural Co.pdf
An Under-Explored Application for Explainable Multimodal Misogyny,"Abhishek Kaushikb, Kevin Mc Daidc, Sargam Yadava, Explainable Artificial Intelligence",None,None,"hate speech, misogyny, natural language processing, code-mixing, hinglish",38.93280029296875,2601.08457v1_An Under-Explored Application for Explainable Mult.pdf
The Algorithmic Gaze: An Audit and Ethnography of the LAION-Aesthetics,"JORDAN TAYLOR, Stable Diffusion",10.1145/nnnnnnn.nnnnnnn,arXiv:2601.09896,,41.65816307067871,2601.09896v1_The Algorithmic Gaze An Audit and Ethnography of t.pdf
Not Found,"Chirag Mahapatra, Lucas Rothman, Alannah Hsia
Isaac Robinson, Claude Opus 4.5",None,arXiv:2601.14242,,47.794342041015625,2601.14242v1_APEX-Agents.pdf
SELF-LEARNED REPRESENTATION-GUIDED LATENT DIFFUSION MODEL FOR BREAST,"Julie M. Jorns4, Tina Yen5, Marquette Univ, Dong Hye",None,arXiv:2601.10917,,41.867971420288086,2601.10917v1_Self-learned representation-guided latent diffusio.pdf
Adversarial Evasion Attacks on,"Frank Mollard*, Höchst KG",None,arXiv:2601.10587,,38.4676456451416,2601.10587v1_Adversarial Evasion Attacks on Computer Vision usi.pdf
Uncovering Political Bias in Large Language Models using,"Joep Windt, Chendi Wang, Elena Elderson Nosti, Universiteit Amsterdam",None,arXiv:2601.08785,"Political bias, Large language models, Ideological alignment, Mul-
tilingual NLP, Benchmarking",37.580013275146484,2601.08785v1_Uncovering Political Bias in Large Language Models.pdf
Survival is the Only Reward:,"C.H. Peh, Jennifer Dodgson, Joseph Lim, Adith Ramdas",None,arXiv:2601.12310,,38.14578056335449,2601.12310v1_Survival is the Only Reward Sustainable Self-Train.pdf
ES-Mem: Event Segmentation-Based Memory for Long-Term,"Kaiwen Wei1†, Tianhao Sun1†, Li Jin4, Yu Tian2",None,arXiv:2601.07582,,39.74127769470215,2601.07582v2_ES-Mem Event Segmentation-Based Memory for Long-Te.pdf
Explanova: Automatically Discover Data Insights in N × M Table,"Reference Format, Yiming Huang",10.1145/nnnnnnn.nnnnnnn,arXiv:2601.12317,,44.47293281555176,2601.12317v1_Explanova Automatically Discover Data Insights in .pdf
Can Vision-Language Models Understand,"Nathaniel E. Chodosh, Arash Tavakoli, Florence 2, Hieu Bui
Department",None,arXiv:2601.10835,,37.19139099121094,2601.10835v1_Can Vision-Language Models Understand Construction.pdf
VirtualEnv: A Platform for Embodied AI Research,"Sijie Han2, Antonio
Torralba1",None,arXiv:2601.07553,,39.93821144104004,2601.07553v1_VirtualEnv A Platform for Embodied AI Research.pdf
Matrix as Plan: Structured Logical Reasoning with,"Zihao Peng
pzh_cs@mail.bnu.edu.cn, Guangxue Zhang, Guo Li, Jiandian Zeng∗
jiandian@bnu.edu.cn",10.1145/XXXXXX.XXXXXX,arXiv:2601.10101,"Logical Reasoning, Large Language Models, Neurosymbolic Ap-
proaches, Semantic Decomposition
ACM Reference Format:
Ke Chen, Jiandian Zeng",38.93733024597168,2601.10101v2_Matrix as Plan Structured Logical Reasoning with F.pdf
SkinFlow: Efficient Information Transmission for Open Dermatological,"Ruiyang Li1, Lijun Liu*,1, Qianxi Li†,2,3,4,5, Meng Tian1",None,arXiv:2601.09136,,37.430524826049805,2601.09136v1_SkinFlow Efficient Information Transmission for Op.pdf
Compressing Vision Transformers in Geospatial,"H. Lexie Yang, Thomas Snyder, Stefan Schnake
Computer, Steffen Schotthöfer",None,arXiv:2601.08882,,37.66369819641113,2601.08882v1_Compressing Vision Transformers in Geospatial Tran.pdf
Segmental Advantage Estimation: Enhancing PPO for Long-Context LLM,"Shaohui Peng, Qi Yi1,∗, Jiaming Guo4, Xue Gong1,∗",None,arXiv:2601.07320,,40.827274322509766,2601.07320v1_Segmental Advantage Estimation Enhancing PPO for L.pdf
"Where It Moves, It Matters: Referring Surgical Instrument Segmentation via","Meng Wei1, Tom Vercauteren1†, Hongliang Ren4, Hong Joo",None,arXiv:2601.12224,,38.831233978271484,2601.12224v1_Where It Moves It Matters Referring Surgical Instr.pdf
NoReGeo: Non-Reasoning Geometry Benchmark,"Elizaveta Goncharova1,3, Andrey Kuznetsov1,2, Zagorulko Ivan5",None,arXiv:2601.10254,,37.873029708862305,2601.10254v1_NoReGeo Non-Reasoning Geometry Benchmark.pdf
"(ECCE), 13-15 February 2025, CUET, Chattogram-4349, Bangladesh","Abdul Muntakim‡, Abdullah Al Shafi†",10.1109/ECCE64574.2025.11012950,arXiv:2601.12068,,37.941694259643555,2601.12068v1_Bridging the Gap in Bangla Healthcare Machine Lear.pdf
FACTCORRECTOR: A Graph-Inspired Approach,"Jasmina Gajcin1, James Barry1, Javier Carnerero-Cano1",None,arXiv:2601.11232,,36.248207092285156,2601.11232v1_FactCorrector A Graph-Inspired Approach to Long-Fo.pdf
A Model of Artificial Jagged Intelligence,Joshua S. Gans∗,None,arXiv:2601.07573,,40.444374084472656,2601.07573v1_A Model of Artificial Jagged Intelligence.pdf
SIN-Bench: Tracing Native Evidence Chains in Long-Context Multimodal,"Minghao Liu3
Yujiu, Zhiqiang Lin1",None,arXiv:2601.10108,,43.335676193237305,2601.10108v1_SIN-Bench Tracing Native Evidence Chains in Long-C.pdf
Consolidation or Adaptation? PRISM: Disentangling SFT and RL Data via,"Ting Liu, Jinglong Gao, Li Du♡, Kai Xiong",None,arXiv:2601.07224,,42.1907901763916,2601.07224v1_Consolidation or Adaptation PRISM Disentangling SF.pdf
Sim2real Image Translation Enables Viewpoint-,"Zsolt Kira1, Robert Azarcon1, InfoNCE loss",None,arXiv:2601.09605,,39.70694541931152,2601.09605v1_Sim2real Image Translation Enables Viewpoint-Robus.pdf
"Determinis)c Inference Kills, and","Vinija Jain4, Vighnesh Rai1, Anusa Saha1, Amitava Das1",None,arXiv:2601.07239,,41.357994079589844,2601.07239v1_Stochastic CHAOS Why Deterministic Inference Kills.pdf
